date,Solar (Rooftop) -  GWh,Solar (Utility) -  GWh,Wind -  GWh,Hydro -  GWh,Battery (Discharging) -  GWh,Gas (Reciprocating) -  GWh,Gas (OCGT) -  GWh,Gas (CCGT) -  GWh,Gas (Steam) -  GWh,Distillate -  GWh,Biomass -  GWh,Black Coal -  GWh,Brown Coal -  GWh,Pumps -  GWh,Battery (Charging) -  GWh,Price - AUD/MWh,Solar (Rooftop) Market Value - AUD,Solar (Utility) Market Value - AUD,Wind Market Value - AUD,Hydro Market Value - AUD,Battery (Discharging) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (Steam) Market Value - AUD,Distillate Market Value - AUD,Biomass Market Value - AUD,Black Coal Market Value - AUD,Brown Coal Market Value - AUD,Pumps Market Value - AUD,Battery (Charging) Market Value - AUD
1/1/09 0:00,3.42,0,227.29,1040.84,0,0,423.16,839.64,355.81,13.02,12.92,10251.98,4650.81,-16.34,0,105.34,0,0,41493307.34,216846430.6,0,0,171420634.3,129317933.6,148869534.5,15637432.29,686182.29,488350061.6,662407979.5,346006.58,0
1/2/09 0:00,3.28,0,221.07,883.44,0,0,321.01,806.69,330.67,2.83,12.62,9397.69,4351.46,-43.34,0,42.33,0,0,7592033.92,48269381.84,0,0,24565586.05,34988864.42,20669132.66,847936.21,430155.61,399864176.7,151177017.5,1010656.56,0
1/3/09 0:00,3.48,0,212.92,718.22,0,0,237.02,839.76,169.76,1.74,15.6,9854.49,4950.58,-9.41,0,26.86,0,0,5836059.23,25522996.89,0,0,7739973.67,25135022.08,7554935.24,241842.22,435244.23,255774828.8,128060479.2,172552.33,0
1/4/09 0:00,3.26,0,214.61,832.51,0,0,328.81,822.13,320.51,2.57,-0.54,8991.61,4456.34,-1.27,0,38.17,0,0,8795962.63,52375850.31,0,0,15254881.99,30968522.98,15319981.13,169845.73,-17300.98,320369619.5,166305843.9,21358.13,0
1/5/09 0:00,2.95,0,195.99,989.19,0,0,317.7,928.17,356.47,4.19,-0.53,9591.53,4778.33,-5.15,0,31.49,0,0,5632751.97,43760167.37,0,0,11245534.95,29669009.55,14019405.67,111004.08,-14444.78,285087348.6,150690324.8,105214.88,0
1/6/09 0:00,2.94,0,265.67,1051.8,0,0,361.09,875.67,315.59,0.31,28.11,9948.83,4838.71,-3.32,0,40.12,0,0,9937216.84,143317040.3,0,0,30910520.03,31769409.5,12506758.62,10006.23,738058.45,334953423.2,145270381.6,55915.61,0
1/7/09 0:00,2.97,0,411.68,1318.04,0,0,369.2,849.24,284.48,1.9,48.22,10258.05,4842.62,-15.43,0,29.84,0,0,10275767.04,42014018.11,0,0,15342037.54,26411870.36,9510017.67,127903.41,1332106.4,312186852.1,130597376.1,310528.18,0
1/8/09 0:00,3.62,0,511.21,1322.97,0,0,278.61,895.79,179.17,0.18,47.69,9613.43,4791.43,-27.04,0,23.9,0,0,10533536.11,30615120.95,0,0,7159289.34,21876554.84,4967286.1,4383.1,1129572.54,235536474.3,108662799.8,495392.44,0
1/9/09 0:00,7.32,0,452.17,1274.12,0,0,373.37,1005.26,202.98,3.18,51.3,8650.76,4368.11,-13.59,0,24.86,0,0,10738172.41,29738000.7,0,0,9943243.63,26293729.88,6063338.04,96618.57,1265552.66,221591630.1,101106860.4,287926.28,0
1/10/09 0:00,8.26,0,383.85,971.49,0,0,467.5,1154.34,182.44,5.64,46.32,8897.85,4743.78,-21.81,0,27.23,0,0,9777836.07,27285671.07,0,0,13865232.4,32976702.84,5907865.62,141656.98,1241269.26,244937332.5,122033657.2,430552.72,0
1/11/09 0:00,10.4,0,326.74,960.69,0,0,667.25,1106.85,337.11,18.55,13.89,9326.94,4622.59,-69.46,0,105.2,0,0,39491099.8,155874783,0,0,180472048.5,164988902.9,70603376.34,23708349.86,1285833.08,964860426,219483801.6,1381235.61,0
1/12/09 0:00,13.03,0,354.61,865.62,0,0,522.53,1069.78,203.83,7.01,11.91,9580.71,4953.9,-82.24,0,64.68,0,0,14190610.78,142765904.5,0,0,61460072.63,62422051.86,6621980.31,2592861.41,467982.78,723150799.7,116780547.5,1556622.17,0
1/1/10 0:00,14.35,0,367.3,939.48,0,0,522.98,1107.13,185.47,5.92,14.3,9804.66,5024.29,-29.86,0,72.55,0,0,37383193.2,121843655.1,0,0,119110603.5,82954567.08,48236715.38,12012074.58,1083063.45,563288878.4,316290706,592887.61,0
1/2/10 0:00,13.86,0,353.94,935.53,0,0,491.72,1135.66,230.26,3.31,13.75,9063.96,4433.8,-21.62,0,72.56,0,0,22193750.75,113474521.3,0,0,112812130.7,90939491.19,56716930.25,9323442.54,590032.14,473334373.2,328653716.9,441526.69,0
1/3/10 0:00,14.82,0,318.28,815.58,0,0,429.43,1109.6,170.08,0.79,14.93,9526.29,5022.89,-4.35,0,25.27,0,0,7028304.03,24873559,0,0,12583330.83,27930528.04,4910827.48,41298.19,383895.5,246737184.2,115637495.2,61090.95,0
1/4/10 0:00,14.53,0,315.81,988.41,0,0,406.84,1044.7,289.41,0.59,-0.38,8759.12,4262.09,-3.61,0,40.23,0,0,9490646.73,87227443.91,0,0,34316113.41,25079290.39,17192290.76,125817.54,-8015.86,207541731,265795766.7,58599.99,0
1/5/10 0:00,13.86,0,276.14,1259.01,0,0,446.56,1264.45,284.64,1.91,-0.58,9457.5,4337.2,-27.88,0,28.69,0,0,7554518.09,59533369.57,0,0,14741080.79,33175620.06,9785615.45,42345.11,-11573.85,240698057.4,130608297.1,616036.79,0
1/6/10 0:00,14.22,0,306.32,1348.08,0,0,452.63,1426.7,238.93,0.41,31.52,9515.89,4558.44,-6.56,0,31.24,0,0,9305275.46,53245346.42,0,0,15773391.24,43172526.42,10348606.29,21353.13,721701.9,282713567,143306104.9,135012.16,0
1/7/10 0:00,14.95,0,294.36,1440.04,0,0,358.09,1528.08,259.71,0.17,44.11,9812.4,5001.13,-1.9,0,26.74,0,0,7050200.65,43623084.63,0,0,9245663.52,40889559.21,9325433.23,-2607.24,915276.68,247854765.8,142448918.5,34697.61,0
1/8/10 0:00,18.37,0,549.88,1599.67,0,0,360.32,1568.56,238.66,1.86,24.65,9168.83,4853.09,-2.03,0,30.9,0,0,14928097.04,71319549.58,0,0,15449199.43,48288211.19,7317751.12,47322.34,491076.92,278599386.3,131541652,30835.52,0
1/9/10 0:00,36.52,0,413.09,1671.75,0,0,362.39,1506.89,241.28,3.78,14.2,8048.85,4555.6,-2.84,0,22.86,0,0,9025175.9,37216929.36,0,0,8209650.34,35170269.19,6449345.64,105841.55,290772.45,186153370.4,102562989.5,53424.69,0
1/10/10 0:00,40.19,0,432.94,1524.48,0,0,420.35,1374.87,176.42,0.16,41,8050.53,4634.48,-0.79,0,21.24,0,0,6577735.72,31435095.37,0,0,9485019.59,30067284.23,5203374.03,62771.76,788218.51,175268241,95768228.07,15091.64,0
1/11/10 0:00,50.96,0,372.16,1650.35,0,0,392.98,1385.74,160.09,0.4,9.74,7806.04,4585.76,-2.14,0,20.55,0,0,6632075.91,36967405.6,0,0,9333077.97,29649877.75,4556531.52,83183.01,120109.95,163105788.2,86731266.92,18460.03,0
1/12/10 0:00,61.66,0,470.51,1564.77,0,0,339.9,1584.38,134.17,0.54,1.41,7919.75,4665.22,-14.41,0,20.48,0,0,7448048.43,29837363.91,0,0,8335433.09,34145907.03,2824416.87,37790.84,23715.81,180872984.7,78773390.9,225655.67,0
1/1/11 0:00,68.34,0,382.12,1104.32,0,0,492.37,1467.5,318.98,23.14,0.48,8978.23,4730.43,-86.53,0,58.01,0,0,16819983.84,84545669.4,0,0,84028892.01,98779684.55,80848929.06,7719049.22,40178.49,445600954.3,193682716.3,1989376.11,0
1/2/11 0:00,65.52,0,403.91,1140.6,0,0,407.89,1415.86,306.21,8.13,4.43,8524.15,4259.56,-95.41,0,115.82,0,0,19225439.11,220078551.6,0,0,148254742.2,144412191.1,15309224.18,14574177.79,1271580.6,1173244383,165014765.4,2824232.34,0
1/3/11 0:00,67.28,0,474.14,950.49,0,0,355.13,1471.51,168.73,1.21,-0.38,9110.12,4693.66,-19.58,0,26.39,0,0,10144570.46,25907857.55,0,0,10617492.66,39362884.66,3342139.86,37660.78,-10420.91,249453014.2,116631772.2,373508.47,0
1/4/11 0:00,64.91,0,373.74,878.6,0,0,261.75,1188.45,140.13,0.11,-0.23,8478.15,4427.82,-3.82,0,26,0,0,9554458.11,23902847.48,0,0,6850315.01,31442689.91,4067596.91,3059.6,-5687.3,221343221,113865642.3,83979.51,0
1/5/11 0:00,61.75,0,380.53,1233.51,0,0,294.31,1359.17,260.54,0.14,7.46,9654.21,4334.33,-7.76,0,31.2,0,0,11141571.29,47619413.19,0,0,10530298.88,42276960.41,9940009.15,57855.71,206713.42,278689208.8,147811900.5,199914.12,0
1/6/11 0:00,63.13,0,589.89,1300.99,0,0,233.33,1333.93,213.13,0.15,46.43,9651.65,4437.95,-14,0,27.8,0,0,16313476.44,40070916.4,0,0,6704619.62,38091509.36,7220045.27,5487.79,1169288.01,261524570.3,125026494.5,309630.23,0
1/7/11 0:00,60.84,0,601.94,1451.97,0,0,289.87,1367.27,309.16,0.14,59.77,9889.02,4575.78,-19.53,0,30.34,0,0,17315886.35,48945862.87,0,0,10754324.58,42937714.78,12654368.93,7241.55,1563987.87,294622636.7,134651380.2,481676.92,0
1/8/11 0:00,68.13,0,440.75,1280.83,0,0,287.22,1463.66,265.23,0.03,61.09,9370.97,4463.62,-5.25,0,30.33,0,0,13216080.02,39756185.28,0,0,9123777.52,46276702.69,10202092.91,1164.74,1754028.49,282765094.1,133576283.1,123474.7,0
1/9/11 0:00,125.73,0,621.61,1176.88,0,0,285.7,1093.47,179.94,0.16,60.77,8484.98,4412.13,-5.05,0,28.77,0,0,17931647.08,33627412.4,0,0,9261429.91,33641407.35,8356182.01,104383.63,1762141.45,247172148,120973277.1,115390.11,0
1/10/11 0:00,127.92,0,475,960.55,0,0,327.32,1170.99,149.84,0.57,62.13,8518.49,4819.91,-5.46,0,27.69,0,0,13655680.64,30010639.18,0,0,11496154.92,36038269.88,6906906.78,420721.84,1692986.01,242060253.9,117516689.7,110948.91,0
1/11/11 0:00,146.77,0,458.96,1021.48,0,0,385.25,1489.98,264.83,1.07,57.95,8283.75,4573.42,-20.28,0,33.78,0,0,13567232.38,40097577.3,0,0,18797150.83,52178714.57,8801022.63,55633.23,1968186.44,304353223.1,122491647.8,509646.83,0
1/12/11 0:00,168.73,0,474.41,867.58,0,0,300.73,1523.74,179.1,0.05,32.53,8074.91,4899.26,-18.67,0,24.65,0,0,10409067.45,22584185.4,0,0,8025176.24,39255946.03,4653806.11,1394.99,838998.24,210769285.6,109768228.2,397280.77,0
1/1/12 0:00,172.18,0,645.96,791.84,0,0,331.2,1550.15,272.38,3.91,15.45,8891.99,4876.32,-32.25,0,28.21,0,0,15670054.1,27988569.4,0,0,13579149.65,49244379.72,8787440.81,264307.95,418982.92,259361122.2,118419192.1,551927.78,0
1/2/12 0:00,152.72,0,424.04,838.92,0,0,266.38,1499.02,233.26,2,16.73,8386.98,4742.69,-12.82,0,28.37,0,0,10910917.2,27327960.15,0,0,9836496.33,46193379.31,7443627.5,117696.67,515231.75,243310369.8,123668337.2,242612.75,0
1/3/12 0:00,146.56,0,503.56,1104.8,0,0,280.81,1474.77,190,0.84,14.73,8464.64,4556.22,-6.2,0,26.08,0,0,12278138.25,31937937.75,0,0,8758149.38,41716845,5423639.39,32387.43,427048.8,227793179.6,107852780.7,110121.45,0
1/4/12 0:00,131.46,0,361.27,1128.35,0,0,276.63,1441.32,310.05,0.18,-0.55,7991.91,4142.2,-3.01,0,31.85,0,0,9420805.54,40719983.68,0,0,9217955.99,45104141.31,9823936.53,6434.48,-15290.66,256022333.8,132166801.9,70685.12,0
1/5/12 0:00,116.44,0,471.92,1166.06,0,0,244.72,1338.85,214.03,0.19,-0.77,8986.35,4827.93,-7.22,0,27.62,0,0,13108381.16,36615715.76,0,0,6508753.83,37091162.81,6706276.25,6360.44,-20065.51,250118656.4,129176406.3,129557.19,0
1/6/12 0:00,114.09,0,574.06,1560.78,0,0,310.27,1363.95,326.74,0.3,7.36,9177.33,4104.39,-24.64,0,35.73,0,0,16785559.63,59752645.37,0,0,12420268.86,47683957.62,9784049.41,10675.82,261956.29,331822544.9,146537910.9,658180.87,0
1/7/12 0:00,107.34,0,464.72,2026.94,0,0,471.39,1535.01,320.65,0.8,5.26,9201.79,3851.19,-16.6,0,69.16,0,0,30849717.88,143639451.5,0,0,39785661.11,108829386.7,30348937.32,142185.96,342148.98,609912295.2,277953262.4,919326.33,0
